[s],CH4[V]
-1.3800E-03,3.161715303E-02
-1.3780E-03,3.054373519E-02
-1.3760E-03,3.420847731E-02
-1.3740E-03,3.190863410E-02
-1.3720E-03,3.202635568E-02
-1.3700E-03,3.340037171E-02
-1.3680E-03,3.195898811E-02
-1.3660E-03,3.200938027E-02
-1.3640E-03,3.343334977E-02
-1.3620E-03,3.321926893E-02
-1.3600E-03,3.294539269E-02
-1.3580E-03,3.371142218E-02
-1.3560E-03,3.367195913E-02
-1.3540E-03,3.262358478E-02
-1.3520E-03,3.332560363E-02
-1.3500E-03,3.718016511E-02
-1.3480E-03,3.567526680E-02
-1.3460E-03,3.469153250E-02
-1.3440E-03,3.472414817E-02
-1.3420E-03,3.394778086E-02
-1.3400E-03,3.361513920E-02
-1.3380E-03,3.368702718E-02
-1.3360E-03,3.106215264E-02
-1.3340E-03,3.366232701E-02
-1.3320E-03,3.285706336E-02
-1.3300E-03,3.349993532E-02
-1.3280E-03,3.369597265E-02
-1.3260E-03,3.244074631E-02
-1.3240E-03,3.121186046E-02
-1.3220E-03,3.120333461E-02
-1.3200E-03,3.153137955E-02
-1.3180E-03,3.361109562E-02
-1.3160E-03,3.340458695E-02
-1.3140E-03,3.469321097E-02
-1.3120E-03,3.004696616E-02
-1.3100E-03,3.345934694E-02
-1.3080E-03,3.328209700E-02
-1.3060E-03,3.412899808E-02
-1.3040E-03,3.525984620E-02
-1.3020E-03,3.348814791E-02
-1.3000E-03,3.347914522E-02
-1.2980E-03,3.353104419E-02
-1.2960E-03,3.394007517E-02
-1.2940E-03,3.302847681E-02
-1.2920E-03,3.340031449E-02
-1.2900E-03,3.098158622E-02
-1.2880E-03,3.115101602E-02
-1.2860E-03,3.161957537E-02
-1.2840E-03,3.425289947E-02
-1.2820E-03,3.229893491E-02
-1.2800E-03,3.006953010E-02
-1.2780E-03,3.076983234E-02
-1.2760E-03,3.257698824E-02
-1.2740E-03,3.114342478E-02
-1.2720E-03,3.290055092E-02
-1.2700E-03,3.251831819E-02
-1.2680E-03,3.215603633E-02
-1.2660E-03,3.182362356E-02
-1.2640E-03,3.227724836E-02
-1.2620E-03,3.343931977E-02
-1.2600E-03,3.238909530E-02
-1.2580E-03,3.456187092E-02
-1.2560E-03,3.370152303E-02
-1.2540E-03,3.047384993E-02
-1.2520E-03,3.084805272E-02
-1.2500E-03,3.298710641E-02
-1.2480E-03,3.613276351E-02
-1.2460E-03,3.159621034E-02
-1.2440E-03,3.289650734E-02
-1.2420E-03,3.282297904E-02
-1.2400E-03,3.022280466E-02
-1.2380E-03,3.533299303E-02
-1.2360E-03,3.181828298E-02
-1.2340E-03,3.075772067E-02
-1.2320E-03,3.119511393E-02
-1.2300E-03,2.948839902E-02
-1.2280E-03,3.206772607E-02
-1.2260E-03,2.869925247E-02
-1.2240E-03,3.237927245E-02
-1.2220E-03,3.106982018E-02
-1.2200E-03,3.025025141E-02
-1.2180E-03,3.139414579E-02
-1.2160E-03,3.073523303E-02
-1.2140E-03,3.213137431E-02
-1.2120E-03,3.240109252E-02
-1.2100E-03,3.207691950E-02
-1.2080E-03,3.102013374E-02
-1.2060E-03,3.290530022E-02
-1.2040E-03,3.378834556E-02
-1.2020E-03,3.226929471E-02
-1.2000E-03,3.297861871E-02
-1.1980E-03,3.321997465E-02
-1.1960E-03,3.213747783E-02
-1.1940E-03,3.320042432E-02
-1.1920E-03,3.456757390E-02
-1.1900E-03,3.116089609E-02
-1.1880E-03,3.265478901E-02
-1.1860E-03,3.210352701E-02
-1.1840E-03,3.099734092E-02
-1.1820E-03,3.369496175E-02
-1.1800E-03,3.170489108E-02
-1.1780E-03,3.381501030E-02
-1.1760E-03,3.274891668E-02
-1.1740E-03,2.914181465E-02
-1.1720E-03,3.164782320E-02
-1.1700E-03,3.135288984E-02
-1.1680E-03,3.277832800E-02
-1.1660E-03,3.127041607E-02
-1.1640E-03,3.175869740E-02
-1.1620E-03,3.157946382E-02
-1.1600E-03,3.223395154E-02
-1.1580E-03,3.471350516E-02
-1.1560E-03,3.277455145E-02
-1.1540E-03,3.475725975E-02
-1.1520E-03,3.444731555E-02
-1.1500E-03,3.486948816E-02
-1.1480E-03,3.381132911E-02
-1.1460E-03,3.242371368E-02
-1.1440E-03,3.465550268E-02
-1.1420E-03,3.282370383E-02
-1.1400E-03,3.261975101E-02
-1.1380E-03,3.266209415E-02
-1.1360E-03,3.145405562E-02
-1.1340E-03,2.914484733E-02
-1.1320E-03,3.101322914E-02
-1.1300E-03,3.076515933E-02
-1.1280E-03,3.046307341E-02
-1.1260E-03,3.132483273E-02
-1.1240E-03,3.238631057E-02
-1.1220E-03,3.207587045E-02
-1.1200E-03,3.132096082E-02
-1.1180E-03,3.086987279E-02
-1.1160E-03,3.106108452E-02
-1.1140E-03,3.289278801E-02
-1.1120E-03,3.260298541E-02
-1.1100E-03,3.213297648E-02
-1.1080E-03,3.343041246E-02
-1.1060E-03,3.289141472E-02
-1.1040E-03,3.301985559E-02
-1.1020E-03,3.283974463E-02
-1.1000E-03,3.227947995E-02
-1.0980E-03,3.519022796E-02
-1.0960E-03,3.366150685E-02
-1.0940E-03,3.197747032E-02
-1.0920E-03,3.703139190E-02
-1.0900E-03,3.506369443E-02
-1.0880E-03,3.601191389E-02
-1.0860E-03,3.387360406E-02
-1.0840E-03,2.934969661E-02
-1.0820E-03,3.232907103E-02
-1.0800E-03,2.999310263E-02
-1.0780E-03,3.379622291E-02
-1.0760E-03,3.254517366E-02
-1.0740E-03,3.226479337E-02
-1.0720E-03,3.144049437E-02
-1.0700E-03,3.130562573E-02
-1.0680E-03,3.079809925E-02
-1.0660E-03,3.154930863E-02
-1.0640E-03,3.239079284E-02
-1.0620E-03,3.413189725E-02
-1.0600E-03,3.377123664E-02
-1.0580E-03,3.401577785E-02
-1.0560E-03,3.086712621E-02
-1.0540E-03,3.274920278E-02
-1.0520E-03,3.346669023E-02
-1.0500E-03,3.737227330E-02
-1.0480E-03,3.609326232E-02
-1.0460E-03,3.405413463E-02
-1.0440E-03,3.389386010E-02
-1.0420E-03,3.431481201E-02
-1.0400E-03,3.567536216E-02
-1.0380E-03,3.284254844E-02
-1.0360E-03,3.443157992E-02
-1.0340E-03,3.396248652E-02
-1.0320E-03,3.247282792E-02
-1.0300E-03,3.305908976E-02
-1.0280E-03,3.299164590E-02
-1.0260E-03,3.242121505E-02
-1.0240E-03,3.212090296E-02
-1.0220E-03,3.044249311E-02
-1.0200E-03,3.205492776E-02
-1.0180E-03,2.965386154E-02
-1.0160E-03,3.338127915E-02
-1.0140E-03,3.117913035E-02
-1.0120E-03,3.013996850E-02
-1.0100E-03,3.271490865E-02
-1.0080E-03,3.364617177E-02
-1.0060E-03,3.329094710E-02
-1.0040E-03,3.258866122E-02
-1.0020E-03,3.189816275E-02
-1.0000E-03,3.403506114E-02
-9.9800E-04,3.208901209E-02
-9.9600E-04,3.337416473E-02
-9.9400E-04,3.623427263E-02
-9.9200E-04,3.320614637E-02
-9.9000E-04,3.314564526E-02
-9.8800E-04,3.222834393E-02
-9.8600E-04,3.248745728E-02
-9.8400E-04,3.291001137E-02
-9.8200E-04,3.441140016E-02
-9.8000E-04,3.151812348E-02
-9.7800E-04,3.089245580E-02
-9.7600E-04,3.059342163E-02
-9.7400E-04,3.149224075E-02
-9.7200E-04,3.098566794E-02
-9.7000E-04,3.173388279E-02
-9.6800E-04,3.322029890E-02
-9.6600E-04,2.995730169E-02
-9.6400E-04,3.143854888E-02
-9.6200E-04,3.146204742E-02
-9.6000E-04,3.273367696E-02
-9.5800E-04,3.320872129E-02
-9.5600E-04,3.197897713E-02
-9.5400E-04,3.432886918E-02
-9.5200E-04,3.483115045E-02
-9.5000E-04,3.260277560E-02
-9.4800E-04,3.581698282E-02
-9.4600E-04,3.424242812E-02
-9.4400E-04,3.639044636E-02
-9.4200E-04,3.291170891E-02
-9.4000E-04,3.127400188E-02
-9.3800E-04,3.135260373E-02
-9.3600E-04,3.285891349E-02
-9.3400E-04,3.302359400E-02
-9.3200E-04,3.077324649E-02
-9.3000E-04,3.227261350E-02
-9.2800E-04,3.379900764E-02
-9.2600E-04,3.412258939E-02
-9.2400E-04,3.349522417E-02
-9.2200E-04,3.178913869E-02
-9.2000E-04,3.132214337E-02
-9.1800E-04,3.245238114E-02
-9.1600E-04,3.050713317E-02
-9.1400E-04,3.367531606E-02
-9.1200E-04,3.193993370E-02
-9.1000E-04,3.220471188E-02
-9.0800E-04,3.225115582E-02
-9.0600E-04,3.286885078E-02
-9.0400E-04,3.461157644E-02
-9.0200E-04,3.549458363E-02
-9.0000E-04,3.522442673E-02
-8.9800E-04,3.497505993E-02
-8.9600E-04,3.453816258E-02
-8.9400E-04,3.408161953E-02
-8.9200E-04,3.146731170E-02
-8.9000E-04,3.399761988E-02
-8.8800E-04,3.350310152E-02
-8.8600E-04,3.210301203E-02
-8.8400E-04,3.294730004E-02
-8.8200E-04,3.230717466E-02
-8.8000E-04,3.170466220E-02
-8.7800E-04,2.984663730E-02
-8.7600E-04,3.222641751E-02
-8.7400E-04,2.963143112E-02
-8.7200E-04,3.162033831E-02
-8.7000E-04,3.124027995E-02
-8.6800E-04,3.058085220E-02
-8.6600E-04,3.083866856E-02
-8.6400E-04,3.088677190E-02
-8.6200E-04,3.228642270E-02
-8.6000E-04,3.204798501E-02
-8.5800E-04,3.037869229E-02
-8.5600E-04,3.120718745E-02
-8.5400E-04,3.436354478E-02
-8.5200E-04,3.409018353E-02
-8.5000E-04,3.574463708E-02
-8.4800E-04,3.341862504E-02
-8.4600E-04,3.266325764E-02
-8.4400E-04,3.669657586E-02
-8.4200E-04,3.405453518E-02
-8.4000E-04,3.337708298E-02
-8.3800E-04,3.169499194E-02
-8.3600E-04,3.146075042E-02
-8.3400E-04,3.489258616E-02
-8.3200E-04,3.348387545E-02
-8.3000E-04,3.214173121E-02
-8.2800E-04,3.088904165E-02
-8.2600E-04,3.390671563E-02
-8.2400E-04,2.930437800E-02
-8.2200E-04,3.433514435E-02
-8.2000E-04,3.359383411E-02
-8.1800E-04,3.302016077E-02
-8.1600E-04,3.278452688E-02
-8.1400E-04,3.327002348E-02
-8.1200E-04,3.304261027E-02
-8.1000E-04,3.441096147E-02
-8.0800E-04,3.156475816E-02
-8.0600E-04,3.184586325E-02
-8.0400E-04,3.377373527E-02
-8.0200E-04,3.321442426E-02
-8.0000E-04,3.316130459E-02
-7.9800E-04,3.444659075E-02
-7.9600E-04,3.406803921E-02
-7.9400E-04,3.430327255E-02
-7.9200E-04,3.366907903E-02
-7.9000E-04,3.305788813E-02
-7.8800E-04,3.339718644E-02
-7.8600E-04,3.497267574E-02
-7.8400E-04,3.463402593E-02
-7.8200E-04,3.148854049E-02
-7.8000E-04,3.193028251E-02
-7.7800E-04,3.172486103E-02
-7.7600E-04,3.237507628E-02
-7.7400E-04,3.084299824E-02
-7.7200E-04,3.247885514E-02
-7.7000E-04,3.179104604E-02
-7.6800E-04,3.056916016E-02
-7.6600E-04,3.388542962E-02
-7.6400E-04,3.243187714E-02
-7.6200E-04,3.246546555E-02
-7.6000E-04,3.100558067E-02
-7.5800E-04,3.066214342E-02
-7.5600E-04,3.487450449E-02
-7.5400E-04,3.473877754E-02
-7.5200E-04,3.236120986E-02
-7.5000E-04,3.310423671E-02
-7.4800E-04,3.321825803E-02
-7.4600E-04,3.575188500E-02
-7.4400E-04,3.149151596E-02
-7.4200E-04,3.400795772E-02
-7.4000E-04,3.349192446E-02
-7.3800E-04,3.037298932E-02
-7.3600E-04,3.275725179E-02
-7.3400E-04,3.218783184E-02
-7.3200E-04,3.203150552E-02
-7.3000E-04,3.005450019E-02
-7.2800E-04,3.215390010E-02
-7.2600E-04,3.431172211E-02
-7.2400E-04,3.206274789E-02
-7.2200E-04,3.237953948E-02
-7.2000E-04,2.898081532E-02
-7.1800E-04,3.101488853E-02
-7.1600E-04,3.193339149E-02
-7.1400E-04,3.279845053E-02
-7.1200E-04,3.286543662E-02
-7.1000E-04,3.153439316E-02
-7.0800E-04,3.151150497E-02
-7.0600E-04,3.445729098E-02
-7.0400E-04,3.332783523E-02
-7.0200E-04,3.321301282E-02
-7.0000E-04,3.195420067E-02
-6.9800E-04,3.168965137E-02
-6.9600E-04,3.497076839E-02
-6.9400E-04,3.658816215E-02
-6.9200E-04,3.552296498E-02
-6.9000E-04,3.584809168E-02
-6.8800E-04,3.340109650E-02
-6.8600E-04,3.107950951E-02
-6.8400E-04,3.349606341E-02
-6.8200E-04,3.316286862E-02
-6.8000E-04,3.609173644E-02
-6.7800E-04,3.236553954E-02
-6.7600E-04,3.197685997E-02
-6.7400E-04,3.202074807E-02
-6.7200E-04,2.974846605E-02
-6.7000E-04,3.269005589E-02
-6.6800E-04,3.082638523E-02
-6.6600E-04,3.210902018E-02
-6.6400E-04,3.340447251E-02
-6.6200E-04,3.235865401E-02
-6.6000E-04,3.149153503E-02
-6.5800E-04,3.189383307E-02
-6.5600E-04,3.301712809E-02
-6.5400E-04,3.265467457E-02
-6.5200E-04,3.412064389E-02
-6.5000E-04,3.203848642E-02
-6.4800E-04,3.259623339E-02
-6.4600E-04,3.520680282E-02
-6.4400E-04,3.318247617E-02
-6.4200E-04,3.323302091E-02
-6.4000E-04,3.430817444E-02
-6.3800E-04,3.201399605E-02
-6.3600E-04,3.254938890E-02
-6.3400E-04,3.214901729E-02
-6.3200E-04,3.335028473E-02
-6.3000E-04,3.191103736E-02
-6.2800E-04,3.302658854E-02
-6.2600E-04,3.301745233E-02
-6.2400E-04,3.105091835E-02
-6.2200E-04,3.156735215E-02
-6.2000E-04,3.017380487E-02
-6.1800E-04,3.235951232E-02
-6.1600E-04,3.128309994E-02
-6.1400E-04,3.037411465E-02
-6.1200E-04,3.296126183E-02
-6.1000E-04,3.305207072E-02
-6.0800E-04,3.149452957E-02
-6.0600E-04,3.452412449E-02
-6.0400E-04,3.285492713E-02
-6.0200E-04,3.243723679E-02
-6.0000E-04,3.232926176E-02
-5.9800E-04,3.482865182E-02
-5.9600E-04,3.437266191E-02
-5.9400E-04,3.469693030E-02
-5.9200E-04,3.398413493E-02
-5.9000E-04,3.316157162E-02
-5.8800E-04,3.310259639E-02
-5.8600E-04,3.302017984E-02
-5.8400E-04,3.217964931E-02
-5.8200E-04,3.369889089E-02
-5.8000E-04,3.217081828E-02
-5.7800E-04,3.165816104E-02
-5.7600E-04,3.455233418E-02
-5.7400E-04,3.156426225E-02
-5.7200E-04,3.144791396E-02
-5.7000E-04,3.165177142E-02
-5.6800E-04,2.947849988E-02
-5.6600E-04,3.322575391E-02
-5.6400E-04,3.329668822E-02
-5.6200E-04,3.172304905E-02
-5.6000E-04,2.969853166E-02
-5.5800E-04,3.026104701E-02
-5.5600E-04,3.546906330E-02
-5.5400E-04,3.259739688E-02
-5.5200E-04,3.303461848E-02
-5.5000E-04,3.152188095E-02
-5.4800E-04,3.367527791E-02
-5.4600E-04,3.469527091E-02
-5.4400E-04,3.411106900E-02
-5.4200E-04,3.517275664E-02
-5.4000E-04,3.284912879E-02
-5.3800E-04,3.429976303E-02
-5.3600E-04,3.384560417E-02
-5.3400E-04,3.413639859E-02
-5.3200E-04,3.233475493E-02
-5.3000E-04,2.981291537E-02
-5.2800E-04,3.234576033E-02
-5.2600E-04,3.322377027E-02
-5.2400E-04,3.304261027E-02
-5.2200E-04,3.308337031E-02
-5.2000E-04,3.121950892E-02
-5.1800E-04,3.157025132E-02
-5.1600E-04,3.248080064E-02
-5.1400E-04,3.398840739E-02
-5.1200E-04,3.168829715E-02
-5.1000E-04,3.126066952E-02
-5.0800E-04,3.213776393E-02
-5.0600E-04,3.254784395E-02
-5.0400E-04,3.229533002E-02
-5.0200E-04,3.584147318E-02
-5.0000E-04,3.366730519E-02
-4.9800E-04,3.498106807E-02
-4.9600E-04,3.410347775E-02
-4.9400E-04,3.489985316E-02
-4.9200E-04,3.263998798E-02
-4.9000E-04,3.492739527E-02
-4.8800E-04,3.328223052E-02
-4.8600E-04,3.459290349E-02
-4.8400E-04,3.504368634E-02
-4.8200E-04,3.146359237E-02
-4.8000E-04,3.244351196E-02
-4.7800E-04,3.168566501E-02
-4.7600E-04,3.354925937E-02
-4.7400E-04,3.173500812E-02
-4.7200E-04,3.205527109E-02
-4.7000E-04,3.057917374E-02
-4.6800E-04,3.419073897E-02
-4.6600E-04,3.078146717E-02
-4.6400E-04,3.185000219E-02
-4.6200E-04,3.174921787E-02
-4.6000E-04,3.184140005E-02
-4.5800E-04,3.433817704E-02
-4.5600E-04,3.304028330E-02
-4.5400E-04,3.028317225E-02
-4.5200E-04,3.408873394E-02
-4.5000E-04,3.494028895E-02
-4.4800E-04,3.516968581E-02
-4.4600E-04,3.299784479E-02
-4.4400E-04,3.384970497E-02
-4.4200E-04,3.380677055E-02
-4.4000E-04,3.483002511E-02
-4.3800E-04,3.707604294E-02
-4.3600E-04,3.335276428E-02
-4.3400E-04,3.168303287E-02
-4.3200E-04,3.285857017E-02
-4.3000E-04,3.510262342E-02
-4.2800E-04,3.388012719E-02
-4.2600E-04,3.412974195E-02
-4.2400E-04,3.318043530E-02
-4.2200E-04,3.185942450E-02
-4.2000E-04,3.201020043E-02
-4.1800E-04,3.101034904E-02
-4.1600E-04,3.272595220E-02
-4.1400E-04,3.167012011E-02
-4.1200E-04,3.354985065E-02
-4.1000E-04,3.216147228E-02
-4.0800E-04,3.135405332E-02
-4.0600E-04,3.126034527E-02
-4.0400E-04,3.165777957E-02
-4.0200E-04,3.325941862E-02
-4.0000E-04,3.454975926E-02
-3.9800E-04,3.415821867E-02
-3.9600E-04,3.242289352E-02
-3.9400E-04,3.441357454E-02
-3.9200E-04,3.314091503E-02
-3.9000E-04,3.358696766E-02
-3.8800E-04,3.274981313E-02
-3.8600E-04,3.397255732E-02
-3.8400E-04,3.438536485E-02
-3.8200E-04,3.306057749E-02
-3.8000E-04,3.077021381E-02
-3.7800E-04,3.164732729E-02
-3.7600E-04,3.453211628E-02
-3.7400E-04,3.214710994E-02
-3.7200E-04,3.269408039E-02
-3.7000E-04,3.154339585E-02
-3.6800E-04,2.958319426E-02
-3.6600E-04,3.440344652E-02
-3.6400E-04,3.231049345E-02
-3.6200E-04,3.162543093E-02
-3.6000E-04,3.250773240E-02
-3.5800E-04,3.217980190E-02
-3.5600E-04,3.184748449E-02
-3.5400E-04,2.991936452E-02
-3.5200E-04,3.507279249E-02
-3.5000E-04,3.382942985E-02
-3.4800E-04,3.346237962E-02
-3.4600E-04,3.272234731E-02
-3.4400E-04,3.294449624E-02
-3.4200E-04,3.362463780E-02
-3.4000E-04,3.360258884E-02
-3.3800E-04,3.486546365E-02
-3.3600E-04,3.467768515E-02
-3.3400E-04,3.414576368E-02
-3.3200E-04,3.268076710E-02
-3.3000E-04,3.305796443E-02
-3.2800E-04,3.252396394E-02
-3.2600E-04,3.140003950E-02
-3.2400E-04,3.287171180E-02
-3.2200E-04,3.132035046E-02
-3.2000E-04,3.078070423E-02
-3.1800E-04,3.066214342E-02
-3.1600E-04,3.089783453E-02
-3.1400E-04,3.257504275E-02
-3.1200E-04,2.899243108E-02
-3.1000E-04,3.205942911E-02
-3.0800E-04,3.131541043E-02
-3.0600E-04,3.283922965E-02
-3.0400E-04,3.350399798E-02
-3.0200E-04,3.156237397E-02
-3.0000E-04,3.244232941E-02
-2.9800E-04,3.342501466E-02
-2.9600E-04,3.311873256E-02
-2.9400E-04,3.466620291E-02
-2.9200E-04,3.430289108E-02
-2.9000E-04,3.124214916E-02
-2.8800E-04,3.368132421E-02
-2.8600E-04,3.547310688E-02
-2.8400E-04,3.243120956E-02
-2.8200E-04,3.203610223E-02
-2.8000E-04,3.344776933E-02
-2.7800E-04,3.204813760E-02
-2.7600E-04,3.475697365E-02
-2.7400E-04,2.987532383E-02
-2.7200E-04,3.395333124E-02
-2.7000E-04,3.224928662E-02
-2.6800E-04,3.038265958E-02
-2.6600E-04,3.197722237E-02
-2.6400E-04,3.220547482E-02
-2.6200E-04,3.275393300E-02
-2.6000E-04,3.294499215E-02
-2.5800E-04,3.267653278E-02
-2.5600E-04,3.119864253E-02
-2.5400E-04,3.193005363E-02
-2.5200E-04,3.246844101E-02
-2.5000E-04,3.411181287E-02
-2.4800E-04,3.216398998E-02
-2.4600E-04,3.195879738E-02
-2.4400E-04,3.536070681E-02
-2.4200E-04,3.435004075E-02
-2.4000E-04,3.674775003E-02
-2.3800E-04,3.227577970E-02
-2.3600E-04,3.280606085E-02
-2.3400E-04,3.262715152E-02
-2.3200E-04,3.344059770E-02
-2.3000E-04,3.624102464E-02
-2.2800E-04,3.140379698E-02
-2.2600E-04,3.191086570E-02
-2.2400E-04,3.067013521E-02
-2.2200E-04,3.112379815E-02
-2.2000E-04,3.109709527E-02
-2.1800E-04,3.022894632E-02
-2.1600E-04,3.320524991E-02
-2.1400E-04,3.155253205E-02
-2.1200E-04,2.914669746E-02
-2.1000E-04,3.180960454E-02
-2.0800E-04,2.950152158E-02
-2.0600E-04,3.351244753E-02
-2.0400E-04,3.355517215E-02
-2.0200E-04,3.261696628E-02
-2.0000E-04,3.238568114E-02
-1.9800E-04,2.974240068E-02
-1.9600E-04,3.243441391E-02
-1.9400E-04,3.560173849E-02
-1.9200E-04,3.334578338E-02
-1.9000E-04,3.406685665E-02
-1.8800E-04,3.265105060E-02
-1.8600E-04,3.342625443E-02
-1.8400E-04,3.404665783E-02
-1.8200E-04,3.432417710E-02
-1.8000E-04,3.238970565E-02
-1.7800E-04,3.215674205E-02
-1.7600E-04,3.368601629E-02
-1.7400E-04,3.065058488E-02
-1.7200E-04,3.143290312E-02
-1.7000E-04,3.076882144E-02
-1.6800E-04,3.013048897E-02
-1.6600E-04,3.117352274E-02
-1.6400E-04,3.016438256E-02
-1.6200E-04,3.213288111E-02
-1.6000E-04,3.181992330E-02
-1.5800E-04,3.089718603E-02
-1.5600E-04,3.198433678E-02
-1.5400E-04,3.099198127E-02
-1.5200E-04,3.125418453E-02
-1.5000E-04,3.269058995E-02
-1.4800E-04,3.277836614E-02
